series,author,gender,author_pos,release_year,location_pos,location_name
Band 1279,H. G. Francis,male,a1,1986.0,l1,Fornax
Band 128,William Voltz,male,a1,1964.0,l1,TUS II
Band 128,William Voltz,male,a1,1964.0,l2,FRISCO
Band 128,William Voltz,male,a1,1964.0,l3,HAT-LETE
Band 128,William Voltz,male,a1,1964.0,l4,THEODERICH und ein Fragmentraumer der Posbis
Band 1280,Ernst Vlcek,male,a1,1986.0,l1,Terra
Band 1280,Ernst Vlcek,male,a1,1986.0,l2,Milchstraße
Band 1281,Arndt Ellmer,male,a1,1986.0,l1,Arkon I
Band 1282,H. G. Ewers,male,a1,1986.0,l1,Shebrak-Nhin
Band 1282,H. G. Ewers,male,a1,1986.0,l2,Arkon I
Band 1282,H. G. Ewers,male,a1,1986.0,l3,MASURA
Band 1283,H. G. Ewers,male,a1,1986.0,l1,Ardustaar
Band 1284,Kurt Mahr,male,a1,1986.0,l1,Mardakaan
Band 1285,Kurt Mahr,male,a1,1986.0,l1,Mardakaan
Band 1286,Peter Griese,male,a1,1986.0,l1,Hulos
Band 1286,Peter Griese,male,a1,1986.0,l2,Siom Som
Band 1287,Peter Griese,male,a1,1986.0,l1,Pailliar
Band 1287,Peter Griese,male,a1,1986.0,l2,Pruugher
Band 1288,H. G. Francis,male,a1,1986.0,l1,Mliron
Band 1289,Ernst Vlcek,male,a1,1986.0,l1,Mächtigkeitsballung Estartu
Band 129,Clark Darlton,male,a1,1964.0,l1,Mechanica
Band 129,Clark Darlton,male,a1,1964.0,l2,Arkon III
Band 129,Clark Darlton,male,a1,1964.0,l3,THEODERICH
Band 129,Clark Darlton,male,a1,1964.0,l4,MANILA
Band 1290,Arndt Ellmer,male,a1,1986.0,l1,Fornax
Band 1291,H. G. Ewers,male,a1,1986.0,l1,Milchstraße
Band 1292,Marianne Sydow,female,a1,1986.0,l1,Pinwheel
Band 1293,H. G. Francis,male,a1,1986.0,l1,Siom-System
Band 1294,Arndt Ellmer,male,a1,1986.0,l1,Neu-Mliron
Band 1295,Kurt Mahr,male,a1,1986.0,l1,Boldar
Band 1295,Kurt Mahr,male,a1,1986.0,l2,Gateway
Band 1296,Peter Griese,male,a1,1986.0,l1,Milchstraße
Band 1297,H. G. Ewers,male,a1,1986.0,l1,Terzrock
Band 1298,Kurt Mahr,male,a1,1986.0,l1,Bonfire
Band 1298,Kurt Mahr,male,a1,1986.0,l2,Aquamarin
Band 1299,Ernst Vlcek,male,a1,1986.0,l1,Dunkler Himmel
Band 13,K. H. Scheer,male,a1,1961.0,l1,Wega-System
Band 130,Kurt Brand,male,a1,1964.0,l1,Mechanica
Band 130,Kurt Brand,male,a1,1964.0,l2,Frago
Band 1300,Kurt Mahr,male,a1,1986.0,l1,Sabhal
Band 1300,Ernst Vlcek,male,a2,1986.0,l1,Sabhal
Band 1300,Kurt Mahr,male,a1,1986.0,l2,Som-Ussad
Band 1300,Ernst Vlcek,male,a2,1986.0,l2,Som-Ussad
Band 1301,H. G. Francis,male,a1,1986.0,l1,Som-Ussad
Band 1301,H. G. Francis,male,a1,1986.0,l2,Pailliar
Band 1302,H. G. Ewers,male,a1,1986.0,l1,Pailliar
Band 1303,Peter Griese,male,a1,1986.0,l1,Topelaz
Band 1304,Arndt Ellmer,male,a1,1986.0,l1,Muantok
Band 1304,Arndt Ellmer,male,a1,1986.0,l2,Elfahd
Band 1305,Arndt Ellmer,male,a1,1986.0,l1,Bonfire
Band 1306,Clark Darlton,male,a1,1986.0,l1,Chanukah
Band 1307,Ernst Vlcek,male,a1,1986.0,l1,Eklitt
Band 1307,Ernst Vlcek,male,a1,1986.0,l2,Majsunta
Band 1308,Kurt Mahr,male,a1,1986.0,l1,Halo der Milchstraße
Band 1309,Kurt Mahr,male,a1,1986.0,l1,Milchstraße
Band 131,Kurt Mahr,male,a1,1964.0,l1,Leerraum
Band 131,Kurt Mahr,male,a1,1964.0,l2,eine Posbi-Station
Band 131,Kurt Mahr,male,a1,1964.0,l3,Terra
Band 131,Kurt Mahr,male,a1,1964.0,l4,Arkon II
Band 131,Kurt Mahr,male,a1,1964.0,l5,VOLTA
Band 131,Kurt Mahr,male,a1,1964.0,l6,THEODERICH
Band 1310,H. G. Ewers,male,a1,1986.0,l1,Solsystem
Band 1311,H. G. Ewers,male,a1,1986.0,l1,Solsystem
Band 1312,Arndt Ellmer,male,a1,1986.0,l1,Ardustaar
Band 1313,Marianne Sydow,female,a1,1986.0,l1,Ardustaar
Band 1314,H. G. Francis,male,a1,1986.0,l1,Ardustaar
Band 1315,Peter Griese,male,a1,1986.0,l1,Sabhal
Band 1315,Peter Griese,male,a1,1986.0,l2,KLOTZ
Band 1316,Ernst Vlcek,male,a1,1986.0,l1,Yagguzan
Band 1317,Ernst Vlcek,male,a1,1986.0,l1,Yagguzan
Band 1318,Kurt Mahr,male,a1,1986.0,l1,DORIFER
Band 1319,Peter Griese,male,a1,1986.0,l1,Ijarkor
Band 1319,Peter Griese,male,a1,1986.0,l2,Som
Band 132,Kurt Brand,male,a1,1964.0,l1,Panotol
Band 1320,K. H. Scheer,male,a1,1986.0,l1,KLOTZ
Band 1321,H. G. Francis,male,a1,1986.0,l1,BERGEN
Band 1321,H. G. Francis,male,a1,1986.0,l2,Terzrock
Band 1322,H. G. Ewers,male,a1,1986.0,l1,Halut
Band 1323,H. G. Ewers,male,a1,1986.0,l1,Halut
Band 1323,H. G. Ewers,male,a1,1986.0,l2,Milchstraßenzentrum
Band 1324,Kurt Mahr,male,a1,1987.0,l1,Milchstraßenzentrum
Band 1325,Kurt Mahr,male,a1,1987.0,l1,Milchstraße
Band 1326,Arndt Ellmer,male,a1,1987.0,l1,Kabarei
Band 1327,Marianne Sydow,female,a1,1987.0,l1,WAGEIO
Band 1327,Marianne Sydow,female,a1,1987.0,l2,Nyrello-System
Band 1328,Robert Feldhoff,male,a1,1987.0,l1,Siom Som
Band 1329,Ernst Vlcek,male,a1,1987.0,l1,TALSAMON
Band 1329,Ernst Vlcek,male,a1,1987.0,l2,Sabhal-System
Band 133,William Voltz,male,a1,1964.0,l1,Panotol
Band 1330,K. H. Scheer,male,a1,1987.0,l1,Sabhal
Band 1330,K. H. Scheer,male,a1,1987.0,l2,KLOTZ
Band 1331,H. G. Francis,male,a1,1987.0,l1,Siom-System
Band 1332,Peter Griese,male,a1,1987.0,l1,Siom-System
Band 1333,Kurt Mahr,male,a1,1987.0,l1,Absantha-Gom
Band 1333,Kurt Mahr,male,a1,1987.0,l2,Pinnafor-System
Band 1334,Clark Darlton,male,a1,1987.0,l1,Asporc
Band 1335,Arndt Ellmer,male,a1,1987.0,l1,Eastside
Band 1335,Arndt Ellmer,male,a1,1987.0,l2,Pahl-System
Band 1335,Arndt Ellmer,male,a1,1987.0,l3,Pliyirt-System
Band 1335,Arndt Ellmer,male,a1,1987.0,l4,Verth-System
Band 1335,Arndt Ellmer,male,a1,1987.0,l5,Galaktikum
Band 1336,H. G. Ewers,male,a1,1987.0,l1,Eastside
Band 1337,Ernst Vlcek,male,a1,1987.0,l1,Pinwheel
Band 1338,Ernst Vlcek,male,a1,1987.0,l1,Pinwheel
Band 1339,Kurt Mahr,male,a1,1987.0,l1,Cursaafhar
Band 134,K. H. Scheer,male,a1,1964.0,l1,Leerraum
Band 134,K. H. Scheer,male,a1,1964.0,l2,Everblack
Band 1340,Arndt Ellmer,male,a1,1987.0,l1,Traifon
Band 1341,Robert Feldhoff,male,a1,1987.0,l1,Absantha-Shad
Band 1341,Robert Feldhoff,male,a1,1987.0,l2,Pinnafor
Band 1341,Robert Feldhoff,male,a1,1987.0,l3,Branderk-System
Band 1341,Robert Feldhoff,male,a1,1987.0,l4,Kumai
Band 1342,H. G. Francis,male,a1,1987.0,l1,Phamal
Band 1342,H. G. Francis,male,a1,1987.0,l2,Guita-System
Band 1342,H. G. Francis,male,a1,1987.0,l3,Kumai
Band 1343,K. H. Scheer,male,a1,1987.0,l1,Sabhal
Band 1343,K. H. Scheer,male,a1,1987.0,l2,Halo der Milchstraße
Band 1344,Peter Griese,male,a1,1987.0,l1,Terra
Band 1344,Peter Griese,male,a1,1987.0,l2,Swoofon
Band 1344,Peter Griese,male,a1,1987.0,l3,Majsunta
Band 1345,Marianne Sydow,female,a1,1987.0,l1,Pinwheel
Band 1346,Kurt Mahr,male,a1,1987.0,l1,Milchstraße
Band 1346,Kurt Mahr,male,a1,1987.0,l2,Xi Antlia-System
Band 1346,Kurt Mahr,male,a1,1987.0,l3,M 70
Band 1346,Kurt Mahr,male,a1,1987.0,l4,Feresh Tovaar 3201
Band 1347,Kurt Mahr,male,a1,1987.0,l1,Dengejaa Uveso
Band 1348,Ernst Vlcek,male,a1,1987.0,l1,Etustar
Band 1348,Ernst Vlcek,male,a1,1987.0,l2,Lhaskor
Band 1348,Ernst Vlcek,male,a1,1987.0,l3,Mliron
Band 1348,Ernst Vlcek,male,a1,1987.0,l4,Namenlose Zone
Band 1348,Ernst Vlcek,male,a1,1987.0,l5,Sabhal
Band 1348,Ernst Vlcek,male,a1,1987.0,l6,SOMBATH
Band 1349,Ernst Vlcek,male,a1,1987.0,l1,Tarkanium; NARGA SANT
Band 135,Clark Darlton,male,a1,1964.0,l1,M-S-13
Band 135,Clark Darlton,male,a1,1964.0,l2,Unbenannter Planet (Dunkelwelt)
Band 135,Clark Darlton,male,a1,1964.0,l3,Salorat
Band 135,Clark Darlton,male,a1,1964.0,l4,THEODERICH
Band 1350,Kurt Mahr,male,a1,1987.0,l1,DORIFER
Band 1350,Kurt Mahr,male,a1,1987.0,l2,Tarkan
Band 1351,H. G. Ewers,male,a1,1987.0,l1,NARGA PUUR
Band 1351,H. G. Ewers,male,a1,1987.0,l2,Milchstraße
Band 1352,Robert Feldhoff,male,a1,1987.0,l1,Finisterre
Band 1353,K. H. Scheer,male,a1,1987.0,l1,CLARK FLIPPER
Band 1353,K. H. Scheer,male,a1,1987.0,l2,CORDOBA
Band 1353,K. H. Scheer,male,a1,1987.0,l3,Hot Breath
Band 1353,K. H. Scheer,male,a1,1987.0,l4,BASIS
Band 1354,Peter Griese,male,a1,1987.0,l1,RUSSARU
Band 1354,Peter Griese,male,a1,1987.0,l2,SORONG
Band 1354,Peter Griese,male,a1,1987.0,l3,Erebus
Band 1355,Arndt Ellmer,male,a1,1987.0,l1,Onyx
Band 1355,Arndt Ellmer,male,a1,1987.0,l2,Terra
Band 1356,Kurt Mahr,male,a1,1987.0,l1,KARMINA
Band 1356,Kurt Mahr,male,a1,1987.0,l2,Larsa-eins
Band 1356,Kurt Mahr,male,a1,1987.0,l3,Tonku
Band 1356,Kurt Mahr,male,a1,1987.0,l4,Sabhal
Band 1356,Kurt Mahr,male,a1,1987.0,l5,DORIFER
Band 1357,Marianne Sydow,female,a1,1987.0,l1,Hubei
Band 1357,Marianne Sydow,female,a1,1987.0,l2,NARGA PUUR
Band 1358,H. G. Ewers,male,a1,1987.0,l1,NARGA PUUR
Band 1359,Ernst Vlcek,male,a1,1987.0,l1,Shufu
Band 136,Kurt Mahr,male,a1,1964.0,l1,Afzot
Band 136,Kurt Mahr,male,a1,1964.0,l2,Terra
Band 136,Kurt Mahr,male,a1,1964.0,l3,THEODERICH
Band 136,Kurt Mahr,male,a1,1964.0,l4,eine Gazelle der ANNINO
Band 1360,Robert Feldhoff,male,a1,1987.0,l1,EXPLORER
Band 1360,Robert Feldhoff,male,a1,1987.0,l2,Sabhal
Band 1360,Robert Feldhoff,male,a1,1987.0,l3,Mardakaan
Band 1361,Kurt Mahr,male,a1,1987.0,l1,Anklam
Band 1362,Kurt Mahr,male,a1,1987.0,l1,Drifaal
Band 1362,Kurt Mahr,male,a1,1987.0,l2,Ylon
Band 1363,Arndt Ellmer,male,a1,1987.0,l1,Ylon
Band 1363,Arndt Ellmer,male,a1,1987.0,l2,Vunor
Band 1364,Peter Griese,male,a1,1987.0,l1,JUATAFU
Band 1364,Peter Griese,male,a1,1987.0,l2,Tambau
Band 1364,Peter Griese,male,a1,1987.0,l3,Tara
Band 1364,Peter Griese,male,a1,1987.0,l4,Tuyon
Band 1364,Peter Griese,male,a1,1987.0,l5,Ylon
Band 1365,Ernst Vlcek,male,a1,1987.0,l1,Tuyon
Band 1366,Clark Darlton,male,a1,1987.0,l1,Absantha-Gom
Band 1366,Clark Darlton,male,a1,1987.0,l2,Neuerde
Band 1367,H. G. Ewers,male,a1,1987.0,l1,Pinwheel
Band 1368,H. G. Ewers,male,a1,1987.0,l1,X-DOOR
Band 1368,H. G. Ewers,male,a1,1987.0,l2,Sringal IV
Band 1369,K. H. Scheer,male,a1,1987.0,l1,BASIS
Band 1369,K. H. Scheer,male,a1,1987.0,l2,Synguiso
Band 1369,K. H. Scheer,male,a1,1987.0,l3,Dimensionsnaht
Band 1369,K. H. Scheer,male,a1,1987.0,l4,X-DOOR
Band 137,Kurt Brand,male,a1,1964.0,l1,Thantur-Lok
Band 1370,Marianne Sydow,female,a1,1987.0,l1,Raknor-Nebel
Band 1370,Marianne Sydow,female,a1,1987.0,l2,Kartan
Band 1370,Marianne Sydow,female,a1,1987.0,l3,NARGA SANT
Band 1371,Arndt Ellmer,male,a1,1987.0,l1,Luna
Band 1371,Arndt Ellmer,male,a1,1987.0,l2,Septembermorgen
Band 1371,Arndt Ellmer,male,a1,1987.0,l3,Sringal
Band 1371,Arndt Ellmer,male,a1,1987.0,l4,Yillja
Band 1372,Kurt Mahr,male,a1,1987.0,l1,X-DOOR
Band 1372,Kurt Mahr,male,a1,1987.0,l2,Doguang
Band 1372,Kurt Mahr,male,a1,1987.0,l3,Synguiso
Band 1373,Kurt Mahr,male,a1,1987.0,l1,Anklam
Band 1373,Kurt Mahr,male,a1,1987.0,l2,Namrong
Band 1373,Kurt Mahr,male,a1,1987.0,l3,Vailach-Gom
Band 1373,Kurt Mahr,male,a1,1987.0,l4,Charif
Band 1374,Ernst Vlcek,male,a1,1987.0,l1,Charif
Band 1375,Ernst Vlcek,male,a1,1987.0,l1,Charif
Band 1376,Robert Feldhoff,male,a1,1988.0,l1,Ushallu-System
Band 1376,Robert Feldhoff,male,a1,1988.0,l2,Talluur
Band 1376,Robert Feldhoff,male,a1,1988.0,l3,Eperum
Band 1376,Robert Feldhoff,male,a1,1988.0,l4,Eperst
Band 1377,Robert Feldhoff,male,a1,1988.0,l1,Talluur
Band 1377,Robert Feldhoff,male,a1,1988.0,l2,Eperum
Band 1378,Peter Griese,male,a1,1988.0,l1,Ushallu-System
Band 1378,Peter Griese,male,a1,1988.0,l2,Cheobad
Band 1379,Arndt Ellmer,male,a1,1988.0,l1,Anklam
Band 138,Kurt Brand,male,a1,1964.0,l1,Weltall nahe M 13; Terra; Frago
Band 1380,H. G. Ewers,male,a1,1988.0,l1,Zapurush
Band 1381,Marianne Sydow,female,a1,1988.0,l1,Ushallu
Band 1382,K. H. Scheer,male,a1,1988.0,l1,Ushallu
Band 1382,K. H. Scheer,male,a1,1988.0,l2,Zerenghaa
Band 1383,H. G. Ewers,male,a1,1988.0,l1,Paghal
Band 1384,Clark Darlton,male,a1,1988.0,l1,Xatron
Band 1384,Clark Darlton,male,a1,1988.0,l2,Kembayan
Band 1385,Kurt Mahr,male,a1,1988.0,l1,Ashkalu
Band 1386,Peter Griese,male,a1,1988.0,l1,Surprise-System
Band 1387,Ernst Vlcek,male,a1,1988.0,l1,Waliki
Band 1388,Kurt Mahr,male,a1,1988.0,l1,Hangay
Band 1389,H. G. Francis,male,a1,1988.0,l1,Fundoro
Band 1389,H. G. Francis,male,a1,1988.0,l2,Nachod as Qoor
Band 139,William Voltz,male,a1,1964.0,l1,Surprise
Band 1390,Robert Feldhoff,male,a1,1988.0,l1,Tarkan
Band 1390,Robert Feldhoff,male,a1,1988.0,l2,Nachod as Qoor
Band 1391,Ernst Vlcek,male,a1,1988.0,l1,Tarkan
Band 1391,Peter Griese,male,a2,1988.0,l1,Tarkan
Band 1391,Ernst Vlcek,male,a1,1988.0,l2,Nachod as Qoor
Band 1391,Peter Griese,male,a2,1988.0,l2,Nachod as Qoor
Band 1392,K. H. Scheer,male,a1,1988.0,l1,Tarkan
Band 1392,K. H. Scheer,male,a1,1988.0,l2,Y-Gate
Band 1392,K. H. Scheer,male,a1,1988.0,l3,Girratu
Band 1392,K. H. Scheer,male,a1,1988.0,l4,Nachod as Qoor
Band 1393,Arndt Ellmer,male,a1,1988.0,l1,Tarkan
Band 1393,Arndt Ellmer,male,a1,1988.0,l2,Nachod as Qoor
Band 1394,H. G. Ewers,male,a1,1988.0,l1,Tarkan
Band 1394,H. G. Ewers,male,a1,1988.0,l2,Nachod as Qoor
Band 1395,Peter Griese,male,a1,1988.0,l1,Hangay
Band 1395,Peter Griese,male,a1,1988.0,l2,X-DOOR
Band 1396,Marianne Sydow,female,a1,1988.0,l1,Hangay
Band 1396,Marianne Sydow,female,a1,1988.0,l2,Mystikon-System
Band 1397,Robert Feldhoff,male,a1,1988.0,l1,Hangay
Band 1397,Robert Feldhoff,male,a1,1988.0,l2,Dao-Ban-System
Band 1398,Peter Griese,male,a1,1988.0,l1,Tarkan
Band 1398,Peter Griese,male,a1,1988.0,l2,Hangay
Band 1398,Peter Griese,male,a1,1988.0,l3,Dao-Ban-System
Band 1399,Kurt Mahr,male,a1,1988.0,l1,Tarkan
Band 1399,Kurt Mahr,male,a1,1988.0,l2,Hangay
Band 1399,Kurt Mahr,male,a1,1988.0,l3,Lokale Gruppe
Band 14,Clark Darlton,male,a1,1961.0,l1,Ferrol
Band 140,Clark Darlton,male,a1,1964.0,l1,THEODERICH
Band 1400,Kurt Mahr,male,a1,1988.0,l1,Chattu
Band 1401,Arndt Ellmer,male,a1,1988.0,l1,X-DOOR
Band 1401,Arndt Ellmer,male,a1,1988.0,l2,Peripherie von Hangay
Band 1402,H. G. Ewers,male,a1,1988.0,l1,Sandra-System
Band 1402,H. G. Ewers,male,a1,1988.0,l2,Bugaklis
Band 1402,H. G. Ewers,male,a1,1988.0,l3,Peripherie von Hangay
Band 1403,Marianne Sydow,female,a1,1988.0,l1,Sandra-System
Band 1403,Marianne Sydow,female,a1,1988.0,l2,Bugaklis
Band 1403,Marianne Sydow,female,a1,1988.0,l3,Peripherie von Hangay
Band 1404,K. H. Scheer,male,a1,1988.0,l1,Lookout-Station
Band 1405,H. G. Ewers,male,a1,1988.0,l1,Hundertsonnenwelt
Band 1406,Robert Feldhoff,male,a1,1988.0,l1,Peripherie der Milchstraße
Band 1407,Clark Darlton,male,a1,1988.0,l1,Satrang
Band 1408,Ernst Vlcek,male,a1,1988.0,l1,Point Siragusa
Band 1409,Arndt Ellmer,male,a1,1988.0,l1,M 3
Band 141,Kurt Mahr,male,a1,1964.0,l1,Aptulat
Band 1410,Kurt Mahr,male,a1,1988.0,l1,Ayshran-Ho
Band 1411,Peter Griese,male,a1,1988.0,l1,Swoofon
Band 1411,Peter Griese,male,a1,1988.0,l2,Ayshran-Ho und Issam-Yu
Band 1412,Marianne Sydow,female,a1,1988.0,l1,Ayshran-Ho
Band 1413,H. G. Francis,male,a1,1988.0,l1,Hera-Bucht
Band 1414,K. H. Scheer,male,a1,1988.0,l1,Hera-Bucht
Band 1415,Robert Feldhoff,male,a1,1988.0,l1,Phönix-1
Band 1415,Robert Feldhoff,male,a1,1988.0,l2,Rashta-System
Band 1416,Arndt Ellmer,male,a1,1988.0,l1,Orsa-System
Band 1417,Clark Darlton,male,a1,1988.0,l1,Paura-System
Band 1418,Kurt Mahr,male,a1,1988.0,l1,Paura-Black Hole
Band 1419,H. G. Ewers,male,a1,1988.0,l1,M 87
Band 142,Kurt Brand,male,a1,1964.0,l1,Terra
Band 1420,H. G. Ewers,male,a1,1988.0,l1,M 87
Band 1421,Ernst Vlcek,male,a1,1988.0,l1,Milchstraße
Band 1421,Ernst Vlcek,male,a1,1988.0,l2,Perseus-Black Hole
Band 1422,Ernst Vlcek,male,a1,1988.0,l1,Milchstraße
Band 1423,K. H. Scheer,male,a1,1988.0,l1,M 30
Band 1424,Kurt Mahr,male,a1,1988.0,l1,Phönix
Band 1425,H. G. Francis,male,a1,1988.0,l1,Phönix
Band 1425,H. G. Francis,male,a1,1988.0,l2,Batreans-System
Band 1425,H. G. Francis,male,a1,1988.0,l3,Choca
Band 1425,H. G. Francis,male,a1,1988.0,l4,Bartolo-System
Band 1426,Peter Griese,male,a1,1988.0,l1,Gobi
Band 1426,Peter Griese,male,a1,1988.0,l2,Phönix
Band 1427,Marianne Sydow,female,a1,1988.0,l1,Phönix
Band 1427,Marianne Sydow,female,a1,1988.0,l2,Point Siragusa
Band 1427,Marianne Sydow,female,a1,1988.0,l3,Ardustaar
Band 1428,Robert Feldhoff,male,a1,1989.0,l1,Trümmerfeld bei Raumsektor X-DOOR
Band 1429,Arndt Ellmer,male,a1,1989.0,l1,Phönix
Band 1429,Arndt Ellmer,male,a1,1989.0,l2,Trümmerfeld bei Raumsektor X-DOOR
Band 143,William Voltz,male,a1,1964.0,l1,Surprise
Band 143,William Voltz,male,a1,1964.0,l2,Fossil
Band 1430,Arndt Ellmer,male,a1,1989.0,l1,Trümmerfeld bei Raumsektor X-DOOR
Band 1431,H. G. Francis,male,a1,1989.0,l1,Lokvorth
Band 1432,H. G. Francis,male,a1,1989.0,l1,Lokvorth
Band 1432,H. G. Francis,male,a1,1989.0,l2,Gatas
Band 1432,H. G. Francis,male,a1,1989.0,l3,Gevonia
Band 1433,Kurt Mahr,male,a1,1989.0,l1,Phönix
Band 1434,H. G. Ewers,male,a1,1989.0,l1,Phönix
Band 1434,H. G. Ewers,male,a1,1989.0,l2,Bugaklis
Band 1435,Clark Darlton,male,a1,1989.0,l1,Phönix
Band 1435,Clark Darlton,male,a1,1989.0,l2,Halo der Milchstraße
Band 1436,Robert Feldhoff,male,a1,1989.0,l1,Kyon
Band 1437,Marianne Sydow,female,a1,1989.0,l1,Kartan
Band 1437,Marianne Sydow,female,a1,1989.0,l2,Vaarjadin
Band 1437,Marianne Sydow,female,a1,1989.0,l3,Miryanaar
Band 1437,Marianne Sydow,female,a1,1989.0,l4,Bentu-Karapau
Band 1438,Ernst Vlcek,male,a1,1989.0,l1,Aralon
Band 1438,Ernst Vlcek,male,a1,1989.0,l2,Euhja
Band 1438,Ernst Vlcek,male,a1,1989.0,l3,Plophos
Band 1439,K. H. Scheer,male,a1,1989.0,l1,Stiftermann III
Band 1439,K. H. Scheer,male,a1,1989.0,l2,Ferrol
Band 144,K. H. Scheer,male,a1,1964.0,l1,Hundertsonnenwelt
Band 1440,Ernst Vlcek,male,a1,1989.0,l1,Wega-System
Band 1440,Ernst Vlcek,male,a1,1989.0,l2,Eugaul-Sektor
Band 1440,Ernst Vlcek,male,a1,1989.0,l3,Drya-System
Band 1441,Arndt Ellmer,male,a1,1989.0,l1,Siragusa-Black Hole
Band 1441,Arndt Ellmer,male,a1,1989.0,l2,Neyscuur
Band 1442,Kurt Mahr,male,a1,1989.0,l1,Kaalix
Band 1442,Kurt Mahr,male,a1,1989.0,l2,Mareesh
Band 1443,Arndt Ellmer,male,a1,1989.0,l1,Peeneroc
Band 1444,Kurt Mahr,male,a1,1989.0,l1,Neyscuur
Band 1444,Kurt Mahr,male,a1,1989.0,l2,Gorandaar
Band 1444,Kurt Mahr,male,a1,1989.0,l3,Temminalop
Band 1445,K. H. Scheer,male,a1,1989.0,l1,Uulema
Band 1446,Peter Griese,male,a1,1989.0,l1,Phönix
Band 1447,H. G. Ewers,male,a1,1989.0,l1,Bugaklis
Band 1448,Marianne Sydow,female,a1,1989.0,l1,Karapon
Band 1449,Marianne Sydow,female,a1,1989.0,l1,Die Reiseroute von Karapon nach Kartan
Band 145,Clark Darlton,male,a1,1964.0,l1,Pluto
Band 145,Clark Darlton,male,a1,1964.0,l2,Wanderer
Band 145,Clark Darlton,male,a1,1964.0,l3,intergalaktischer Leerraum
Band 1450,H. G. Francis,male,a1,1989.0,l1,Uulema
Band 1451,Robert Feldhoff,male,a1,1989.0,l1,Siragusa-Black Hole
Band 1452,Ernst Vlcek,male,a1,1989.0,l1,Perseus-Black Hole
Band 1453,Kurt Mahr,male,a1,1989.0,l1,Megaira-System
Band 1454,Peter Griese,male,a1,1989.0,l1,Arhena
Band 1455,H. G. Ewers,male,a1,1989.0,l1,Andalor und Halut
Band 1456,K. H. Scheer,male,a1,1989.0,l1,Heleios
Band 1456,K. H. Scheer,male,a1,1989.0,l2,Sisyphos und Solsystem
Band 1457,Robert Feldhoff,male,a1,1989.0,l1,Topsid
Band 1458,H. G. Francis,male,a1,1989.0,l1,Terzrock
Band 1459,Marianne Sydow,female,a1,1989.0,l1,Siragusa-Black Hole und Point Siragusa
Band 146,Kurt Mahr,male,a1,1964.0,l1,Taphors Planet
Band 1460,Arndt Ellmer,male,a1,1989.0,l1,Ceres-System
Band 1460,Arndt Ellmer,male,a1,1989.0,l2,Impron-System
Band 1460,Arndt Ellmer,male,a1,1989.0,l3,Goring-Maat-System
Band 1461,Peter Griese,male,a1,1989.0,l1,Greenol-System
Band 1461,Peter Griese,male,a1,1989.0,l2,Kanela-System
Band 1461,Peter Griese,male,a1,1989.0,l3,Chorpyt-System
Band 1462,Robert Feldhoff,male,a1,1989.0,l1,Asteroid Campbell und Polygraff-System
Band 1463,Ernst Vlcek,male,a1,1989.0,l1,Sampson
Band 1464,Kurt Mahr,male,a1,1989.0,l1,Heleios
Band 1464,Kurt Mahr,male,a1,1989.0,l2,Phönix
Band 1465,K. H. Scheer,male,a1,1989.0,l1,X-DOOR
Band 1465,K. H. Scheer,male,a1,1989.0,l2,Heleios
Band 1466,H. G. Ewers,male,a1,1989.0,l1,Andromeda
Band 1467,H. G. Francis,male,a1,1989.0,l1,Halpat
Band 1468,Marianne Sydow,female,a1,1989.0,l1,Halpora-System
Band 1469,Peter Griese,male,a1,1989.0,l1,Heleios
Band 147,William Voltz,male,a1,1964.0,l1,Milchstraße
Band 147,William Voltz,male,a1,1964.0,l2,Van Moders' Planet
Band 1470,Arndt Ellmer,male,a1,1989.0,l1,Angermaddon
Band 1471,Robert Feldhoff,male,a1,1989.0,l1,Amagorta-Black Hole
Band 1472,Ernst Vlcek,male,a1,1989.0,l1,Amagorta-Black Hole
Band 1473,K. H. Scheer,male,a1,1989.0,l1,Heleios
Band 1473,K. H. Scheer,male,a1,1989.0,l2,Wega-System
Band 1473,K. H. Scheer,male,a1,1989.0,l3,Ertrus
Band 1474,Kurt Mahr,male,a1,1989.0,l1,Nirva
Band 1474,Kurt Mahr,male,a1,1989.0,l2,Schotschi
Band 1475,Clark Darlton,male,a1,1989.0,l1,Asporc
Band 1475,Clark Darlton,male,a1,1989.0,l2,Conjonk
Band 1476,Peter Griese,male,a1,1989.0,l1,Karapon
Band 1477,H. G. Ewers,male,a1,1989.0,l1,Hangay
Band 1478,Marianne Sydow,female,a1,1989.0,l1,Heleios
Band 1478,Marianne Sydow,female,a1,1989.0,l2,Lokvorth
Band 1479,H. G. Francis,male,a1,1989.0,l1,Siga
Band 148,Kurt Brand,male,a1,1964.0,l1,Frago
Band 148,Kurt Brand,male,a1,1964.0,l2,Hundertsonnenwelt
Band 1480,Arndt Ellmer,male,a1,1990.0,l1,Maahkora
Band 1481,Robert Feldhoff,male,a1,1990.0,l1,Heleios und Southside der Milchstraße
Band 1482,Kurt Mahr,male,a1,1990.0,l1,Heleios und Raumfort Shomrach
Band 1483,Ernst Vlcek,male,a1,1990.0,l1,Scarfaaru-System
Band 1484,Marianne Sydow,female,a1,1990.0,l1,Scarfaaru-System
Band 1485,Peter Griese,male,a1,1990.0,l1,Scarfaaru-System
Band 1486,H. G. Ewers,male,a1,1990.0,l1,Rachmayn-System
Band 1487,H. G. Francis,male,a1,1990.0,l1,Aptulat
